"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 10 19:36:25 GMT 2024","Thu Oct 10 19:36:27 GMT 2024","2158","Tests","Features","Usuario.Cadastro Usuario","","","Cadastro de usuário com e-mail já utilizado",""
"passed","Thu Oct 10 19:36:19 GMT 2024","Thu Oct 10 19:36:20 GMT 2024","990","Tests","Features","Login","","","Login com e-mail vazio",""
"passed","Thu Oct 10 19:36:18 GMT 2024","Thu Oct 10 19:36:19 GMT 2024","1008","Tests","Features","Login","","","Login com e-mail e senha inválidos",""
"passed","Thu Oct 10 19:36:13 GMT 2024","Thu Oct 10 19:36:16 GMT 2024","2597","Tests","Features","Conta.Cadastro Conta","","","Adicionar uma conta de mesmo nome",""
"passed","Thu Oct 10 19:36:17 GMT 2024","Thu Oct 10 19:36:18 GMT 2024","1199","Tests","Features","Login","","","Login com senha inválida",""
"passed","Thu Oct 10 19:36:10 GMT 2024","Thu Oct 10 19:36:13 GMT 2024","3204","Tests","Features","Conta.Cadastro Conta","","","Cadastro de conta com sucesso",""
"passed","Thu Oct 10 19:36:20 GMT 2024","Thu Oct 10 19:36:21 GMT 2024","1015","Tests","Features","Login","","","Login com senha vazia",""
"passed","Thu Oct 10 19:36:23 GMT 2024","Thu Oct 10 19:36:25 GMT 2024","1450","Tests","Features","Usuario.Cadastro Usuario","","","Cadastro de usuário com sucesso",""
"passed","Thu Oct 10 19:36:16 GMT 2024","Thu Oct 10 19:36:17 GMT 2024","1008","Tests","Features","Login","","","Login com e-mail inválido",""
"passed","Thu Oct 10 19:36:21 GMT 2024","Thu Oct 10 19:36:22 GMT 2024","999","Tests","Features","Login","","","Login com e-mail e senha vazios",""
"passed","Thu Oct 10 19:36:22 GMT 2024","Thu Oct 10 19:36:23 GMT 2024","1208","Tests","Features","Login","","","Login com sucesso",""
